country_id,year,value
Slovenia,1998,646.9996838
Solomon Islands,1998,39.90736477
Somalia,1998,3.42458112
Somaliland,1998,
South Africa,1998,104.2388104
South Ossetia,1998,
Spain,1998,799.3380815
Sri Lanka,1998,15.79579721
Sudan,1998,3.22299532
Suriname,1998,94.94524716
Svalbard,1998,
Swaziland,1998,44.13809345
Sweden,1998,2003.741972
Switzerland,1998,2104.560598
Syria,1998,21.69606751
Taiwan,1998,
Tajikistan,1998,2.49941534
Tanzania,1998,4.06253464
Thailand,1998,37.14918122
Timor-Leste,1998,24.70925903
Togo,1998,6.00659037
Tokelau,1998,
Tonga,1998,62.51534514
Transnistria,1998,
Trinidad and Tobago,1998,68.52874022
Tunisia,1998,63.95520592
Turkey,1998,111.4168709
Turkmenistan,1998,22.79813341
Turks and Caicos Islands,1998,
Tuvalu,1998,119.7997678
Uganda,1998,4.26097307
Ukraine,1998,29.73822432
United Arab Emirates,1998,564.7569799
United Kingdom,1998,1331.428825
United States,1998,1843.058284
Uruguay,1998,288.0808698
USSR,1998,
Uzbekistan,1998,18.23412762
Wallis et Futuna,1998,
Vanuatu,1998,44.78802042
Venezuela,1998,57.11821019
West Bank and Gaza,1998,
West Germany,1998,
Western Sahara,1998,
Vietnam,1998,6.11679125
Virgin Islands (U.S.),1998,
North Yemen (former),1998,
South Yemen (former),1998,
Yemen,1998,10.12901083
Yugoslavia,1998,
Zambia,1998,13.57040056
Zimbabwe,1998,29.43777179
Åland,1998,
South Sudan,1998,
Christian,1998,
Coastline,1998,
Curaçao,1998,
Sint Maarten (Dutch part),1998,
St. Martin (French part),1998,
Abkhazia,1999,
Afghanistan,1999,
Akrotiri and Dhekelia,1999,
Albania,1999,28.13970639
Algeria,1999,45.54382499
American Samoa,1999,
Andorra,1999,942.4215625
Angola,1999,6.54825377
Anguilla,1999,
Antigua and Barbuda,1999,277.8326132
Argentina,1999,399.605605
Armenia,1999,9.62805519
Aruba,1999,
Australia,1999,1193.335611
Austria,1999,2049.536567
Azerbaijan,1999,5.61560878
Bahamas,1999,496.6155311
Bahrain,1999,343.4172676
Bangladesh,1999,22.34238069
Barbados,1999,372.1978558
Belarus,1999,56.63369867
Belgium,1999,1499.690683
Belize,1999,60.99767253
Benin,1999,8.29665136
Bermuda,1999,
Bhutan,1999,38.18615295
Bolivia,1999,36.67865404
Bosnia and Herzegovina,1999,61.84796094
Botswana,1999,75.4790169
Brazil,1999,103.4020004
British Virgin Islands,1999,
Brunei,1999,458.1237948
Bulgaria,1999,63.89218565
Burkina Faso,1999,5.46886125
Burundi,1999,2.0773543
Cambodia,1999,3.23052842
Cameroon,1999,5.45272824
Canada,1999,1354.960612
Cape Verde,1999,45.9813741
Cayman Islands,1999,
Central African Republic,1999,3.89734611
Chad,1999,3.84266446
Channel Islands,1999,
Chile,1999,157.6315956
China,1999,15.78363019
Christmas Island,1999,
Cocos Island,1999,
Colombia,1999,157.202289
Comoros,1999,7.98084558
"Congo, Dem. Rep.",1999,0.6592288
"Congo, Rep.",1999,13.50817818
Cook Is,1999,144.1297113
Costa Rica,1999,194.6289725
Cote d'Ivoire,1999,9.90167667
Croatia,1999,324.8871967
Cuba,1999,139.1578183
Cyprus,1999,333.2511045
Czech Republic,1999,347.2969186
Czechoslovakia,1999,
Denmark,1999,2457.316591
Djibouti,1999,33.19013922
Dominica,1999,158.7233563
Dominican Republic,1999,50.74186746
East Germany,1999,
Ecuador,1999,25.56652923
Egypt,1999,29.37529034
El Salvador,1999,72.91375724
Equatorial Guinea,1999,18.21998279
Eritrea,1999,3.88547138
Eritrea and Ethiopia,1999,
Estonia,1999,196.4416927
Ethiopia,1999,2.10124037
Faeroe Islands,1999,
Falkland Is (Malvinas),1999,
Fiji,1999,60.33637981
Finland,1999,1329.255758
France,1999,1947.876436
French Guiana,1999,
French Polynesia,1999,
Gabon,1999,41.15175263
Gambia,1999,6.89239095
Georgia,1999,6.64642744
Germany,1999,2147.267842
Ghana,1999,10.29434537
Gibraltar,1999,
Greece,1999,594.887556
Greenland,1999,
Grenada,1999,138.8578286
Guadeloupe,1999,
Guam,1999,
Guatemala,1999,39.03830616
Guernsey,1999,
Guinea,1999,4.35105746
Guinea-Bissau,1999,2.69059157
Guyana,1999,33.93519671
Haiti,1999,8.16571286
Holy See,1999,
Honduras,1999,25.85401808
"Hong Kong, China",1999,
Hungary,1999,249.8078313
Iceland,1999,2674.539584
India,1999,5.09770195
Indonesia,1999,5.24710267
Iran,1999,75.34873398
Iraq,1999,0.48
Ireland,1999,1172.675319
Isle of Man,1999,
Israel,1999,873.3465115
Italy,1999,1162.604037
Jamaica,1999,81.28187127
Japan,1999,2102.168492
Jersey,1999,
Jordan,1999,85.60559648
Kazakhstan,1999,25.68383248
Kenya,1999,7.07943474
Kiribati,1999,72.22923224
North Korea,1999,
South Korea,1999,211.9732836
"United Korea (former)
",1999,
Kosovo,1999,
Kuwait,1999,472.934051
Kyrgyz Republic,1999,7.40527561
Lao,1999,3.21110768
Latvia,1999,114.5183911
Lebanon,1999,142.5165155
Lesotho,1999,13.42146405
Liberia,1999,2.48619623
Libya,1999,108.0876058
Liechtenstein,1999,
Lithuania,1999,144.6427558
Luxembourg,1999,2574.744535
"Macao, China",1999,
"Macedonia, FYR",1999,98.09099444
Madagascar,1999,4.88437462
Malawi,1999,3.69872411
Malaysia,1999,62.92302586
Maldives,1999,81.92576902
Mali,1999,4.87411394
Malta,1999,458.8219534
Marshall Islands,1999,319.9235145
Martinique,1999,
Mauritania,1999,18.70303947
Mauritius,1999,68.21193826
Mayotte,1999,
Mexico,1999,132.3410519
"Micronesia, Fed. Sts.",1999,145.599226
Moldova,1999,8.16012425
Monaco,1999,2456.371134
Mongolia,1999,14.74428164
Montenegro,1999,71.64239985
Montserrat,1999,
Morocco,1999,16.05305569
Mozambique,1999,9.12097472
Myanmar,1999,0.27
Namibia,1999,93.4862661
Nauru,1999,301.8470916
Nepal,1999,2.10173767
Netherlands,1999,1320.132647
Netherlands Antilles,1999,
New Caledonia,1999,
New Zealand,1999,893.6938103
Ngorno-Karabakh,1999,
Nicaragua,1999,23.66116273
Niger,1999,3.08094581
Nigeria,1999,4.69766473
Niue,1999,379.3610314
Norfolk Island,1999,
Northern Cyprus,1999,
Northern Mariana Islands,1999,
Norway,1999,2745.125977
Oman,1999,198.6718436
Pakistan,1999,2.96883224
Palau,1999,505.1917779
Panama,1999,179.5051039
Papua New Guinea,1999,22.10713233
Paraguay,1999,48.60363103
Peru,1999,55.66268159
Philippines,1999,15.66634674
Pitcairn,1999,
Poland,1999,178.8484228
Portugal,1999,666.3786381
Puerto Rico,1999,
Qatar,1999,424.4295097
Reunion,1999,
Romania,1999,53.88967865
Russia,1999,47.69007248
Rwanda,1999,5.05454535
St. Barthélemy,1999,
St. Helena,1999,
St. Kitts and Nevis,1999,203.59417
St. Lucia,1999,137.6986837
St. Martin,1999,
St. Vincent and the Grenadines,1999,106.4381337
St.-Pierre-et-Miquelon,1999,
Samoa,1999,62.82643541
San Marino,1999,2057.919715
Sao Tome and Principe,1999,20.47246441
Saudi Arabia,1999,230.4655198
Senegal,1999,8.96292746
Serbia,1999,89.85631072
Serbia and Montenegro,1999,
Serbia excluding Kosovo,1999,
Seychelles,1999,355.9927275
Sierra Leone,1999,3.0535106
Singapore,1999,331.7601412
Slovak Republic,1999,195.7094842
Slovenia,1999,663.5946372
Solomon Islands,1999,42.98942087
Somalia,1999,3.34163662
Somaliland,1999,
South Africa,1999,107.5240572
South Ossetia,1999,
Spain,1999,815.472304
Sri Lanka,1999,14.45388887
Sudan,1999,2.39644639
Suriname,1999,77.47575117
Svalbard,1999,
Swaziland,1999,44.34494916
Sweden,1999,2053.305977
Switzerland,1999,2105.323261
Syria,1999,22.54335177
Taiwan,1999,
Tajikistan,1999,1.85269545
Tanzania,1999,3.8329873
Thailand,1999,37.70558429
Timor-Leste,1999,22.22408445
Togo,1999,5.00622835
Tokelau,1999,
Tonga,1999,75.2081817
Transnistria,1999,
Trinidad and Tobago,1999,100.0107387
Tunisia,1999,66.23708964
Turkey,1999,113.7351986
Turkmenistan,1999,20.68114646
Turks and Caicos Islands,1999,
Tuvalu,1999,135.5887286
Uganda,1999,4.90468307
Ukraine,1999,18.82180679
United Arab Emirates,1999,558.8921616
United Kingdom,1999,1422.588336
United States,1999,1916.391915
Uruguay,1999,460.8099385
USSR,1999,
Uzbekistan,1999,19.57472723
Wallis et Futuna,1999,
Vanuatu,1999,39.03848476
Venezuela,1999,85.7757641
West Bank and Gaza,1999,
West Germany,1999,
Western Sahara,1999,
Vietnam,1999,6.32316244
Virgin Islands (U.S.),1999,
North Yemen (former),1999,
South Yemen (former),1999,
Yemen,1999,10.84934234
Yugoslavia,1999,
Zambia,1999,9.018808
Zimbabwe,1999,17.63531414
Åland,1999,
South Sudan,1999,
Christian,1999,
Coastline,1999,
Curaçao,1999,
Sint Maarten (Dutch part),1999,
St. Martin (French part),1999,
Abkhazia,2000,
Afghanistan,2000,
Akrotiri and Dhekelia,2000,
Albania,2000,27.16051203
Algeria,2000,45.9111145
American Samoa,2000,
Andorra,2000,862.3916116
Angola,2000,12.51447308
Anguilla,2000,
Antigua and Barbuda,2000,281.3929619
Argentina,2000,381.8773152
Armenia,2000,7.06890421
Aruba,2000,
Australia,2000,1144.752844
Austria,2000,1823.838758
Azerbaijan,2000,5.63556889
Bahamas,2000,522.6758855
Bahrain,2000,335.4842867
Bangladesh,2000,24.21962971
Barbados,2000,395.5538277
Belarus,2000,47.92029244
Belgium,2000,1375.774521
Belize,2000,69.44853939
Benin,2000,6.94049286
Bermuda,2000,
Bhutan,2000,40.93456604
Bolivia,2000,36.90724912
Bosnia and Herzegovina,2000,60.88767251
Botswana,2000,94.37971997
Brazil,2000,106.7536815
British Virgin Islands,2000,
Brunei,2000,476.8449823
Bulgaria,2000,59.52535931
Burkina Faso,2000,4.31995506
Burundi,2000,2.01390968
Cambodia,2000,3.80777278
Cameroon,2000,5.5246363
Canada,2000,1469.882028
Cape Verde,2000,42.02368375
Cayman Islands,2000,
Central African Republic,2000,4.13021606
Chad,2000,4.49340228
Channel Islands,2000,
Chile,2000,168.5876461
China,2000,16.61727941
Christmas Island,2000,
Cocos Island,2000,
Colombia,2000,130.4813615
Comoros,2000,5.46586374
"Congo, Dem. Rep.",2000,0.54345903
"Congo, Rep.",2000,12.51413648
Cook Is,2000,157.9759119
Costa Rica,2000,204.0027101
Cote d'Ivoire,2000,8.34838753
Croatia,2000,324.7809184
Cuba,2000,151.0828396
Cyprus,2000,309.8909629
Czech Republic,2000,326.4299527
Czechoslovakia,2000,
Denmark,2000,2187.759216
Djibouti,2000,29.63939804
Dominica,2000,159.4774244
Dominican Republic,2000,60.35988891
East Germany,2000,
Ecuador,2000,16.74144099
Egypt,2000,31.8134893
El Salvador,2000,79.82755094
Equatorial Guinea,2000,21.4967933
Eritrea,2000,4.3284604
Eritrea and Ethiopia,2000,
Estonia,2000,169.4265948
Ethiopia,2000,2.84813615
Faeroe Islands,2000,
Falkland Is (Malvinas),2000,
Fiji,2000,67.11584736
Finland,2000,1210.482638
France,2000,1748.609613
French Guiana,2000,
French Polynesia,2000,
Gabon,2000,42.96361056
Gambia,2000,6.34408962
Georgia,2000,7.60714191
Germany,2000,1897.746531
Ghana,2000,6.00088862
Gibraltar,2000,
Greece,2000,550.4284099
Greenland,2000,
Grenada,2000,176.5718359
Guadeloupe,2000,
Guam,2000,
Guatemala,2000,37.67355047
Guernsey,2000,
Guinea,2000,3.93401614
Guinea-Bissau,2000,1.73910841
Guyana,2000,44.74515633
Haiti,2000,7.11900681
Holy See,2000,
Honduras,2000,41.53028009
"Hong Kong, China",2000,
Hungary,2000,230.6185176
Iceland,2000,2472.918087
India,2000,5.08230115
Indonesia,2000,5.47015315
Iran,2000,96.18621655
Iraq,2000,0.39
Ireland,2000,1172.124431
Isle of Man,2000,
Israel,2000,932.2330036
Italy,2000,1126.754313
Jamaica,2000,99.71640305
Japan,2000,2290.386005
Jersey,2000,
Jordan,2000,81.2452912
Kazakhstan,2000,25.91916865
Kenya,2000,8.80818417
Kiribati,2000,60.9313246
North Korea,2000,
South Korea,2000,
"United Korea (former)
",2000,
Kosovo,2000,
Kuwait,2000,370.4013255
Kyrgyz Republic,2000,5.72630892
Lao,2000,3.79576682
Latvia,2000,106.9139294
Lebanon,2000,148.3832111
Lesotho,2000,13.64189099
Liberia,2000,2.63408248
Libya,2000,123.8234644
Liechtenstein,2000,
Lithuania,2000,147.9497071
Luxembourg,2000,2955.015079
"Macao, China",2000,
"Macedonia, FYR",2000,90.12107078
Madagascar,2000,6.23316254
Malawi,2000,4.31429361
Malaysia,2000,73.44648772
Maldives,2000,94.83867059
Mali,2000,4.86616855
Malta,2000,465.7837864
Marshall Islands,2000,409.5671877
Martinique,2000,
Mauritania,2000,16.13067853
Mauritius,2000,75.46162965
Mayotte,2000,
Mexico,2000,152.6524609
"Micronesia, Fed. Sts.",2000,159.9694873
Moldova,2000,11.43160454
Monaco,2000,2120.715908
Mongolia,2000,17.72348654
Montenegro,2000,80.66829778
Montserrat,2000,
Morocco,2000,15.81122907
Mozambique,2000,10.21112242
Myanmar,2000,0.45
Namibia,2000,86.87731433
Nauru,2000,271.3784965
Nepal,2000,2.4746983
Netherlands,2000,1214.056076
Netherlands Antilles,2000,
New Caledonia,2000,
New Zealand,2000,820.2913392
Ngorno-Karabakh,2000,
Nicaragua,2000,29.01567893
Niger,2000,2.3224676
Nigeria,2000,5.72473199
Niue,2000,313.2335117
Norfolk Island,2000,
Northern Cyprus,2000,
Northern Mariana Islands,2000,
Norway,2000,2603.035363
Oman,2000,215.5124282
Pakistan,2000,3.16096413
Palau,2000,531.6607553
Panama,2000,207.7381005
Papua New Guinea,2000,21.18566994
Paraguay,2000,49.55174977
Peru,2000,56.82417976
Philippines,2000,16.00153621
Pitcairn,2000,
Poland,2000,173.1049966
Portugal,2000,704.0198523
Puerto Rico,2000,
Qatar,2000,473.2498806
Reunion,2000,
Romania,2000,58.63183117
Russia,2000,57.45885249
Rwanda,2000,3.5416133
St. Barthélemy,2000,
St. Helena,2000,
St. Kitts and Nevis,2000,234.2793719
St. Lucia,2000,142.9047629
St. Martin,2000,
St. Vincent and the Grenadines,2000,112.658283
St.-Pierre-et-Miquelon,2000,
Samoa,2000,60.61066827
San Marino,2000,1855.142937
Sao Tome and Principe,2000,19.65152003
Saudi Arabia,2000,286.8971888
Senegal,2000,7.85098909
Serbia,2000,42.00202499
Serbia and Montenegro,2000,
Serbia excluding Kosovo,2000,
Seychelles,2000,311.3836826
Sierra Leone,2000,3.1758823
Singapore,2000,297.7708683
Slovak Republic,2000,185.687227
Slovenia,2000,614.3349643
Solomon Islands,2000,45.76841336
Somalia,2000,3.03587225
Somaliland,2000,
South Africa,2000,101.7264402
South Ossetia,2000,
Spain,2000,744.8085202
Sri Lanka,2000,15.77176928
Sudan,2000,3.32121574
Suriname,2000,73.99003122
Svalbard,2000,
Swaziland,2000,42.3947245
Sweden,2000,1935.180766
Switzerland,2000,1950.616538
Syria,2000,23.95333577
Taiwan,2000,
Tajikistan,2000,1.31954275
Tanzania,2000,4.38215131
Thailand,2000,37.04532973
Timor-Leste,2000,23.89261874
Togo,2000,4.0760665
Tokelau,2000,
Tonga,2000,64.50970769
Transnistria,2000,
Trinidad and Tobago,2000,105.4684626
Tunisia,2000,67.23838171
Turkey,2000,128.6884164
Turkmenistan,2000,35.86475902
Turks and Caicos Islands,2000,
Tuvalu,2000,231.4395569
Uganda,2000,4.19208651
Ukraine,2000,18.5137196
United Arab Emirates,2000,576.7488035
United Kingdom,2000,1392.935201
United States,2000,2031.765381
Uruguay,2000,422.0544112
USSR,2000,
Uzbekistan,2000,13.97249003
Wallis et Futuna,2000,
Vanuatu,2000,40.22642925
Venezuela,2000,113.5625661
West Bank and Gaza,2000,
West Germany,2000,
Western Sahara,2000,
Vietnam,2000,6.46622166
Virgin Islands (U.S.),2000,
North Yemen (former),2000,
South Yemen (former),2000,
Yemen,2000,13.60351098
Yugoslavia,2000,
Zambia,2000,9.2260366
Zimbabwe,2000,31.48725574
Åland,2000,
South Sudan,2000,
Christian,2000,
Coastline,2000,
Curaçao,2000,
Sint Maarten (Dutch part),2000,
St. Martin (French part),2000,
Abkhazia,2001,
Afghanistan,2001,
Akrotiri and Dhekelia,2001,
Albania,2001,30.50961872
Algeria,2001,52.50942325
American Samoa,2001,
Andorra,2001,889.5899109
Angola,2001,18.32050967
Anguilla,2001,
Antigua and Barbuda,2001,265.6781078
Argentina,2001,367.2714099
Armenia,2001,10.99669245
Aruba,2001,
Australia,2001,1081.669023
Austria,2001,1815.096639
Azerbaijan,2001,5.89876965
Bahamas,2001,523.8570467
Bahrain,2001,353.8572029
Bangladesh,2001,27.12701507
Barbados,2001,428.996234
Belarus,2001,58.50376474
Belgium,2001,1413.946374
Belize,2001,87.98538101
Benin,2001,8.58306992
Bermuda,2001,
Bhutan,2001,39.290585
Bolivia,2001,35.96067065
Bosnia and Herzegovina,2001,67.07272338
Botswana,2001,126.2567332
Brazil,2001,96.30129687
British Virgin Islands,2001,
Brunei,2001,431.5820682
Bulgaria,2001,75.45206292
Burkina Faso,2001,4.10541823
Burundi,2001,2.30144859
Cambodia,2001,5.26635134
Cameroon,2001,6.78171512
Canada,2001,1503.86074
Cape Verde,2001,48.16935728
Cayman Islands,2001,
Central African Republic,2001,3.81834228
Chad,2001,4.80916479
Channel Islands,2001,
Chile,2001,159.3004021
China,2001,16.80674612
Christmas Island,2001,
Cocos Island,2001,
Colombia,2001,125.2198555
Comoros,2001,4.17148035
"Congo, Dem. Rep.",2001,0.31
"Congo, Rep.",2001,11.56316868
Cook Is,2001,229.5363929
Costa Rica,2001,220.1150948
Cote d'Ivoire,2001,5.97942732
Croatia,2001,312.8649979
Cuba,2001,160.862651
Cyprus,2001,328.8113964
Czech Republic,2001,362.9827796
Czechoslovakia,2001,
Denmark,2001,2294.812253
Djibouti,2001,26.87293942
Dominica,2001,159.9941122
Dominican Republic,2001,54.09615092
East Germany,2001,
Ecuador,2001,26.98516489
Egypt,2001,30.6662608
El Salvador,2001,82.28256426
Equatorial Guinea,2001,38.6155637
Eritrea,2001,4.82887192
Eritrea and Ethiopia,2001,
Estonia,2001,174.2927623
Ethiopia,2001,3.22993665
Faeroe Islands,2001,
Falkland Is (Malvinas),2001,
Fiji,2001,53.55355319
Finland,2001,1283.814909
France,2001,1773.692979
French Guiana,2001,
French Polynesia,2001,
Gabon,2001,44.81891314
Gambia,2001,6.80644175
Georgia,2001,9.53887342
Germany,2001,1903.195436
Ghana,2001,8.64620641
Gibraltar,2001,
Greece,2001,640.0400368
Greenland,2001,
Grenada,2001,230.898955
Guadeloupe,2001,
Guam,2001,
Guatemala,2001,38.80729007
Guernsey,2001,
Guinea,2001,4.30716184
Guinea-Bissau,2001,1.49115165
Guyana,2001,43.42738979
Haiti,2001,5.87583233
Holy See,2001,
Honduras,2001,43.60177438
"Hong Kong, China",2001,
Hungary,2001,258.4808583
Iceland,2001,2176.259761
India,2001,4.99358646
Indonesia,2001,7.15376637
Iran,2001,128.2421054
Iraq,2001,0.43
Ireland,2001,1386.672675
Isle of Man,2001,
Israel,2001,949.83153
Italy,2001,1202.244154
Jamaica,2001,77.35312872
Japan,2001,2076.129616
Jersey,2001,
Jordan,2001,87.49050371
Kazakhstan,2001,29.23114925
Kenya,2001,8.36946755
Kiribati,2001,62.64809759
North Korea,2001,
South Korea,2001,295.930171
"United Korea (former)
",2001,
Kosovo,2001,
Kuwait,2001,509.6433439
Kyrgyz Republic,2001,6.02842394
Lao,2001,3.61211149
Latvia,2001,110.2140722
Lebanon,2001,161.5986688
Lesotho,2001,15.52824888
Liberia,2001,2.85916762
Libya,2001,143.2683976
Liechtenstein,2001,
Lithuania,2001,159.6386407
Luxembourg,2001,2854.167202
"Macao, China",2001,
"Macedonia, FYR",2001,85.24349916
Madagascar,2001,7.58348185
Malawi,2001,3.29785584
Malaysia,2001,84.30116837
Maldives,2001,88.51105405
Mali,2001,7.44688566
Malta,2001,468.0742814
Marshall Islands,2001,354.544628
Martinique,2001,
Mauritania,2001,11.71961884
Mauritius,2001,75.2503167
Mayotte,2001,
Mexico,2001,167.0912415
"Micronesia, Fed. Sts.",2001,179.1090119
Moldova,2001,13.08196155
Monaco,2001,2170.479974
Mongolia,2001,19.9175002
Montenegro,2001,109.5547748
Montserrat,2001,
Morocco,2001,18.49063533
Mozambique,2001,8.64986923
Myanmar,2001,0.31
Namibia,2001,63.65096619
Nauru,2001,252.2735075
Nepal,2001,3.55393652
Netherlands,2001,1301.48448
Netherlands Antilles,2001,
New Caledonia,2001,
New Zealand,2001,803.5894741
Ngorno-Karabakh,2001,
Nicaragua,2001,29.47815717
Niger,2001,2.993863
Nigeria,2001,5.70092598
Niue,2001,1441.397585
Norfolk Island,2001,
Northern Cyprus,2001,
Northern Mariana Islands,2001,
Norway,2001,2785.236665
Oman,2001,215.5585108
Pakistan,2001,2.66868932
Palau,2001,535.563344
Panama,2001,203.0116493
Papua New Guinea,2001,20.87422812
Paraguay,2001,37.28952481
Peru,2001,55.75879556
Philippines,2001,12.79107991
Pitcairn,2001,
Poland,2001,209.7119241
Portugal,2001,715.8537898
Puerto Rico,2001,
Qatar,2001,554.368936
Reunion,2001,
Romania,2001,64.21854648
Russia,2001,69.82822769
Rwanda,2001,4.2246297
St. Barthélemy,2001,
St. Helena,2001,
St. Kitts and Nevis,2001,222.8805527
St. Lucia,2001,150.8344682
St. Martin,2001,
St. Vincent and the Grenadines,2001,117.5038559
St.-Pierre-et-Miquelon,2001,
Samoa,2001,58.28576571
San Marino,2001,1874.619598
Sao Tome and Principe,2001,19.09655648
Saudi Arabia,2001,288.1663327
Senegal,2001,8.40541797
Serbia,2001,78.78807453
Serbia and Montenegro,2001,
Serbia excluding Kosovo,2001,
Seychelles,2001,308.6843374
Sierra Leone,2001,3.99473143
Singapore,2001,272.563439
Slovak Republic,2001,192.8541454
Slovenia,2001,646.303848
Solomon Islands,2001,58.72476572
Somalia,2001,1.72263628
Somaliland,2001,
South Africa,2001,90.48802947
South Ossetia,2001,
Spain,2001,770.8664634
Sri Lanka,2001,14.34706248
Sudan,2001,3.71702989
Suriname,2001,62.59149302
Svalbard,2001,
Swaziland,2001,36.55738802
Sweden,2001,1837.134334
Switzerland,2001,2110.101008
Syria,2001,25.52427313
Taiwan,2001,
Tajikistan,2001,1.64696084
Tanzania,2001,4.77269898
Thailand,2001,33.80109831
Timor-Leste,2001,25.50068854
Togo,2001,3.33228247
Tokelau,2001,
Tonga,2001,72.58090781
Transnistria,2001,
Trinidad and Tobago,2001,133.3622003
Tunisia,2001,65.50305826
Turkey,2001,105.0691847
Turkmenistan,2001,42.92528663
Turks and Caicos Islands,2001,
Tuvalu,2001,245.1993099
Uganda,2001,4.64300201
Ukraine,2001,24.10154515
United Arab Emirates,2001,637.7671571
United Kingdom,2001,1438.30008
United States,2001,2231.182833
Uruguay,2001,379.7607472
USSR,2001,
Uzbekistan,2001,11.8547919
Wallis et Futuna,2001,
Vanuatu,2001,37.94598408
Venezuela,2001,120.024889
West Bank and Gaza,2001,
West Germany,2001,
Western Sahara,2001,
Vietnam,2001,7.21324206
Virgin Islands (U.S.),2001,
North Yemen (former),2001,
South Yemen (former),2001,
Yemen,2001,14.32208869
Yugoslavia,2001,
Zambia,2001,11.7288767
Zimbabwe,2001,25.3661501
Åland,2001,
South Sudan,2001,
Christian,2001,
Coastline,2001,
Curaçao,2001,
Sint Maarten (Dutch part),2001,
St. Martin (French part),2001,
Abkhazia,2002,
Afghanistan,2002,0.83264313
Akrotiri and Dhekelia,2002,
Albania,2002,32.54990198
Algeria,2002,54.07838073
American Samoa,2002,
Andorra,2002,1022.332657
Angola,2002,14.31116488
Anguilla,2002,
Antigua and Barbuda,2002,266.9494118
Argentina,2002,120.7253826
Armenia,2002,10.56810909
Aruba,2002,
Australia,2002,1235.744552
Austria,2002,1953.658872
Azerbaijan,2002,5.96268702
Bahamas,2002,555.9189012
Bahrain,2002,386.1386668
Bangladesh,2002,29.3456711
Barbados,2002,458.9086959
Belarus,2002,66.80539004
Belgium,2002,1528.223739
Belize,2002,87.22640558
Benin,2002,7.64305699
Bermuda,2002,
Bhutan,2002,58.54913073
Bolivia,2002,37.50208114
Bosnia and Herzegovina,2002,78.79045249
Botswana,2002,145.2429393
Brazil,2002,90.66287565
British Virgin Islands,2002,
Brunei,2002,439.0893639
Bulgaria,2002,94.32380116
Burkina Faso,2002,5.55976816
Burundi,2002,2.01354966
Cambodia,2002,6.58007492
Cameroon,2002,8.55620152
Canada,2002,1563.676245
Cape Verde,2002,51.89797829
Cayman Islands,2002,
Central African Republic,2002,4.39277025
Chad,2002,5.58609829
Channel Islands,2002,
Chile,2002,156.9212744
China,2002,19.38332545
Christmas Island,2002,
Cocos Island,2002,
Colombia,2002,123.1469546
Comoros,2002,6.94563015
"Congo, Dem. Rep.",2002,0.27
"Congo, Rep.",2002,11.77705306
Cook Is,2002,208.0477303
Costa Rica,2002,236.0791701
Cote d'Ivoire,2002,6.92954707
Croatia,2002,299.9270876
Cuba,2002,171.6904807
Cyprus,2002,398.4901584
Czech Republic,2002,472.809242
Czechoslovakia,2002,
Denmark,2002,2550.329852
Djibouti,2002,27.39419345
Dominica,2002,160.3311801
Dominican Republic,2002,57.53833366
East Germany,2002,
Ecuador,2002,36.24697924
Egypt,2002,29.63563799
El Salvador,2002,85.5010008
Equatorial Guinea,2002,114.0155227
Eritrea,2002,3.6769519
Eritrea and Ethiopia,2002,
Estonia,2002,200.9248524
Ethiopia,2002,2.86462516
Faeroe Islands,2002,
Falkland Is (Malvinas),2002,
Fiji,2002,64.42938977
Finland,2002,1470.610225
France,2002,1982.937364
French Guiana,2002,
French Polynesia,2002,
Gabon,2002,44.40504838
Gambia,2002,5.9138284
Georgia,2002,10.27922796
Germany,2002,2062.442079
Ghana,2002,7.24089382
Gibraltar,2002,
Greece,2002,707.8448753
Greenland,2002,
Grenada,2002,186.7981447
Guadeloupe,2002,
Guam,2002,
Guatemala,2002,38.61873693
Guernsey,2002,
Guinea,2002,4.56350009
Guinea-Bissau,2002,3.96286049
Guyana,2002,46.05981603
Haiti,2002,4.29299397
Holy See,2002,
Honduras,2002,47.39982413
"Hong Kong, China",2002,
Hungary,2002,348.3415315
Iceland,2002,2657.869951
India,2002,4.88120375
Indonesia,2002,7.61058516
Iran,2002,44.82753799
Iraq,2002,0.27
Ireland,2002,1682.728208
Isle of Man,2002,
Israel,2002,864.4600732
Italy,2002,1324.741673
Jamaica,2002,103.1629062
Japan,2002,1993.845488
Jersey,2002,
Jordan,2002,92.90129335
Kazakhstan,2002,31.95989527
Kenya,2002,7.75885741
Kiribati,2002,71.00578719
North Korea,2002,
South Korea,2002,319.2632928
"United Korea (former)
",2002,
Kosovo,2002,
Kuwait,2002,524.0563093
Kyrgyz Republic,2002,6.89828748
Lao,2002,3.46390285
Latvia,2002,129.3889493
Lebanon,2002,185.857336
Lesotho,2002,12.51725409
Liberia,2002,1.91769505
Libya,2002,117.881913
Liechtenstein,2002,
Lithuania,2002,196.6739937
Luxembourg,2002,3577.409878
"Macao, China",2002,
"Macedonia, FYR",2002,102.9413308
Madagascar,2002,6.95370565
Malawi,2002,6.55987679
Malaysia,2002,89.32519082
Maldives,2002,87.73829388
Mali,2002,6.74618532
Malta,2002,583.7666268
Marshall Islands,2002,356.1620251
Martinique,2002,
Mauritania,2002,16.22688738
Mauritius,2002,85.14411938
Mayotte,2002,
Mexico,2002,173.5251409
"Micronesia, Fed. Sts.",2002,165.8598706
Moldova,2002,18.5372301
Monaco,2002,2400.013048
Mongolia,2002,21.49380419
